22,6018,4.5,Appleseed (Appurushîdo) (2004)
23,1495,1.5,"Great Ziegfeld, The (1936)"
23,1753,3.5,Mr. & Mrs. Smith (1941)
23,2602,4.5,I Am Cuba (Soy Cuba/Ya Kuba) (1964)
23,2724,1.5,"Mirror, The (Zerkalo) (1975)"
23,3519,3.0,Africa: The Serengeti (1994)
23,3860,3.0,Iris (2001)
23,3929,3.0,"Son's Room, The (Stanza del figlio, La) (2001)"
23,3944,3.0,Baby's Day Out (1994)
23,4085,3.5,Hollywood Ending (2002)
23,4101,3.5,"Cranes Are Flying, The (Letyat zhuravli) (1957)"
23,4217,3.5,Tabu: A Story of the South Seas (1931)
23,4242,4.5,Heaven (2002)
23,4269,3.5,"Grey Zone, The (2001)"
23,4429,3.0,"Son, The (Le fils) (2002)"
23,4492,2.5,Gerry (2002)
23,4623,3.5,"White Sheik, The (Sceicco bianco, Lo) (1952)"
23,4630,1.5,Intervista (1987)
23,4720,3.5,Accattone (1961)
23,4725,4.5,Umberto D. (1952)
23,4876,5.0,"Unvanquished, The (Aparajito) (1957)"
23,4908,2.5,"Ordet (Word, The) (1955)"
23,4973,4.5,Red River (1948)
23,4990,4.0,Black Orpheus (Orfeu Negro) (1959)
23,5220,3.5,Pierrot le fou (1965)
23,5223,1.0,Nostalghia (1983)
23,5292,3.0,Summer with Monika (Sommaren med Monika) (1953)
23,5321,3.5,Dark Water (Honogurai mizu no soko kara) (2002)
23,5624,5.0,Undertow (2004)
23,5662,3.5,Greed (1924)
23,5726,4.0,Pickpocket (1959)
23,6010,4.0,Stander (2003)
23,6119,4.0,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)
23,6186,4.0,Last Days (2005)
23,6240,3.0,Oliver Twist (2005)
23,6259,4.0,Elizabethtown (2005)
23,6278,4.0,Manderlay (2005)
23,6316,3.5,"Three Burials of Melquiades Estrada, The (2006)"
26,5907,0.5,"Tunnel, The (Tunnel, Der) (2001)"
26,7436,4.5,Soul Kitchen (2009)
29,2974,4.0,Sunshine (1999)
30,201,2.0,Destiny Turns on the Radio (1995)
30,409,4.0,"Getaway, The (1994)"
30,421,4.0,I'll Do Anything (1994)
30,640,4.0,"Grass Harp, The (1995)"
30,941,4.0,"Shooter, The (1997)"
30,1222,4.0,"Truth or Consequences, N.M. (1997)"
30,1294,4.0,"Thousand Acres, A (1997)"
30,1443,3.0,Sour Grapes (1998)
30,1827,4.0,One Tough Cop (1998)
30,2390,2.0,Crazy in Alabama (1999)
30,2529,3.0,"Glass Bottom Boat, The (1966)"
30,2694,4.0,Betrayed (1988)
30,2884,4.0,Things Change (1988)
30,3042,2.0,H.O.T.S. (1979)
30,3087,4.0,"Eyes of Tammy Faye, The (2000)"
30,3253,4.0,Love Field (1992)
30,3271,5.0,"Big Town, The (1987)"
30,3292,4.0,Ironweed (1987)
30,3309,1.0,"Million Dollar Hotel, The (2001)"
30,3424,3.0,Ice Castles (1978)
30,3451,4.0,Unlawful Entry (1992)
30,3543,2.0,Criminal Law (1988)
30,3548,4.0,"Dead Pool, The (1988)"
30,3564,5.0,Masquerade (1988)
30,3566,4.0,Moon Over Parador (1988)
30,3569,2.0,Off Limits (1988)
30,3604,4.0,Blaze (1989)
30,3620,4.0,"Innocent Man, An (1989)"
30,3624,1.0,Last Exit to Brooklyn (1989)
30,3626,5.0,Let It Ride (1989)
30,3637,2.0,Next of Kin (1989)
30,3692,4.0,"Shootist, The (1976)"
30,3711,4.0,"Curse of the Jade Scorpion, The (2001)"
30,3725,4.0,"Hunter, The (1980)"
30,3766,4.0,Hearts in Atlantis (2001)
30,3773,4.0,Brubaker (1980)
30,3775,3.0,Carny (1980)
30,3846,4.0,"Independent, The (2000)"
30,3907,3.0,"Formula, The (1980)"
30,3963,4.0,Summer of '42 (1971)
30,3964,2.0,Used Cars (1980)
30,3979,4.0,Intersection (1994)
30,3987,4.0,Full Frontal (2002)
30,3995,4.0,"Long Good Friday, The (1980)"
30,4000,4.0,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)"
30,4040,4.0,Crimes of Passion (1984)
30,4041,2.0,"Evil That Men Do, The (1984)"
30,4063,3.0,Taking Care of Business (1990)
30,4077,2.0,"Coca-Cola Kid, The (1985)"
30,4083,4.0,Thief of Hearts (1984)
30,4092,4.0,Rambling Rose (1991)
30,4098,1.0,Whore (1991)
30,4155,3.0,Perfect (1985)
30,4189,4.0,Hush! (2001)
30,4196,4.0,Down and Out in Beverly Hills (1986)
30,4201,4.0,True Colors (1991)
30,4203,3.0,Swimfan (2002)
30,4212,3.0,Betsy's Wedding (1990)
30,4254,3.0,"Fan, The (1981)"
30,4273,4.0,Billy Bathgate (1991)
30,4278,4.0,Urban Cowboy (1980)
30,4279,4.0,Tom Horn (1980)
30,4281,3.0,Wholly Moses (1980)
30,4288,4.0,Continental Divide (1981)
30,4289,3.0,Endless Love (1981)
30,4290,4.0,Eye of the Needle (1981)
30,4295,4.0,First Monday in October (1981)
30,4296,4.0,"Four Seasons, The (1981)"
30,4304,3.0,Neighbors (1981)
30,4342,4.0,Toy Soldiers (1991)
30,4343,4.0,Raggedy Man (1981)
30,4347,4.0,Sharky's Machine (1981)
30,4348,1.0,So Fine (1981)
30,4349,2.0,Southern Comfort (1981)
30,4354,4.0,True Confessions (1981)
30,4381,3.0,Author! Author! (1982)
30,4382,3.0,Best Friends (1982)
30,4385,4.0,Cannery Row (1982)
30,4403,5.0,Bad Influence (1990)
30,4404,4.0,Blue Steel (1990)
30,4405,3.0,Body of Evidence (1993)
30,4409,4.0,Miami Blues (1990)
30,4459,3.0,Honkytonk Man (1982)
30,4464,3.0,Making Love (1982)
30,4467,2.0,Monsignor (1982)
30,4481,4.0,Shoot the Moon (1982)
30,4497,3.0,Q & A (1990)
30,4502,2.0,Gods and Generals (2003)
30,4528,3.0,Born Yesterday (1993)
30,4529,3.0,Equus (1977)
30,4534,3.0,One Good Cop (1991)
30,4581,3.0,"Marrying Man, The (Too Hot to Handle) (1991)"
30,4632,5.0,Mr. & Mrs. Bridge (1990)
30,4663,4.0,Half Moon Street (1986)
33,2009,1.0,Breakfast of Champions (1999)
33,2852,3.0,Smiling Fish and Goat on Fire (1999)
33,3383,1.0,Josie and the Pussycats (2001)
33,3556,4.0,"Great Outdoors, The (1988)"
33,3630,3.0,Loverboy (1989)
33,3651,4.0,"Return of Swamp Thing, The (1989)"
33,3843,3.0,"Stunt Man, The (1980)"
33,3868,3.0,White Water Summer (1987)
38,3287,5.0,"Good Morning, Babylon (1987)"
38,4470,5.0,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)"
38,5288,4.5,Shame (Skammen) (1968)
38,6549,5.0,Offside (2006)
38,6954,5.0,Fiorile (1993)
38,7271,5.0,Through the Olive Trees (Zire darakhatan zeyton) (1994)
38,7322,5.0,Padre padrone (1977)
38,8172,5.0,"Patience Stone, The (2012)"
38,8205,5.0,Caesar Must Die (Cesare deve morire) (2012)
38,8282,4.5,Oh Boy (A Coffee in Berlin) (2012)
38,8284,3.0,Wadjda (2012)
38,8328,5.0,"Past, The (Le passé) (2013)"
38,8375,4.0,Blue Jasmine (2013)
38,8422,4.5,Blue Is the Warmest Color (La vie d'Adèle) (2013)
38,8432,4.5,"Congress, The (2013)"
38,8485,5.0,Fireworks Wednesday (Chaharshanbe-soori) (2006)
38,8562,4.5,Calvary (2014)
39,195,4.0,Castle Freak (1995)
39,257,4.0,Beyond Bedlam (1993)
41,117,4.5,Angela (1995)
41,1236,4.5,Ponette (1996)
41,1452,4.0,Lawn Dogs (1997)
41,3147,3.0,Runaway (1984)
41,3633,3.5,Millennium (1989)
41,3679,2.5,Def-Con 4 (1985)
41,3749,5.0,Phantom of the Paradise (1974)
41,3763,4.0,Quadrophenia (1979)
41,4165,3.5,The Big Bus (1976)
41,4179,4.5,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981)
41,4414,4.0,"Day of the Triffids, The (1962)"
41,4474,4.5,"Pirate Movie, The (1982)"
41,4775,5.0,Sgt. Pepper's Lonely Hearts Club Band (1978)
41,5244,3.0,Zardoz (1974)
43,1408,1.0,Paulie (1998)
45,5743,5.0,Au Hasard Balthazar (1966)
48,4206,3.5,Thesis (Tesis) (1996)
48,5891,4.0,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
48,5915,3.5,My Sassy Girl (Yeopgijeogin geunyeo) (2001)
48,5931,4.0,Bukowski: Born into This (2003)
48,5933,2.5,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
48,5951,3.5,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003)
48,6002,4.0,Kamikaze Girls (Shimotsuma monogatari) (2004)
48,6035,5.0,Rory O'Shea Was Here (Inside I'm Dancing) (2004)
48,6100,3.0,Memories (Memorîzu) (1995)
48,6101,4.0,Harvie Krumpet (2003)
48,6315,3.0,Mozart and the Whale (2005)
48,6411,3.0,Slither (2006)
48,6499,4.0,Mind Game (2004)
48,6538,3.0,Open Season (2006)
48,6612,3.0,Linda Linda Linda (2005)
48,6672,4.0,Inglorious Bastards (Quel maledetto treno blindato) (1978)
48,6716,2.0,Them (Ils) (2006)
48,6719,3.0,Surf's Up (2007)
48,6726,4.0,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)"
48,6833,2.5,Murder Party (2007)
48,6835,3.0,XXY (2007)
48,6852,4.0,"Kite Runner, The (2007)"
48,6863,4.0,Dedication (2007)
48,6878,3.5,Arranged (2007)
48,6890,3.0,"Art of Negative Thinking, The (Kunsten å tenke negativt) (2006)"
48,6916,3.5,"Class, The (Klass) (2007)"
48,6939,3.5,Son of Rambow (2007)
48,6962,5.0,Lake of Fire (2006)
48,6990,4.0,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)
48,7051,4.5,Martyrs (2008)
48,7127,4.0,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007)
48,7129,5.0,Ben X (2007)
48,7235,3.5,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)
48,7282,4.0,Orphan (2009)
48,7298,4.0,Adam (2009)
48,7342,3.0,Ink (2009)
48,7368,3.0,Balance (1989)
48,7386,3.5,"Fourth Kind, The (2009)"
48,7407,3.5,Everybody's Fine (2009)
48,7431,3.5,Collapse (2009)
48,7437,3.0,Dragon Hunters (Chasseurs de dragons) (2008)
48,7472,4.0,"Yes Men Fix the World, The (2009)"
48,7506,5.0,Micmacs (Micmacs à tire-larigot) (2009)
48,7524,1.5,"Human Centipede, The (First Sequence) (2009)"
48,7533,4.5,You Don't Know Jack (2010)
48,7573,4.0,Kurt Cobain About a Son (2006)
48,7605,3.5,Heartless (2009)
48,7626,3.5,Flipped (2010)
48,7646,3.5,"Illusionist, The (L'illusionniste) (2010)"
48,7723,3.0,Day & Night (2010)
48,7751,4.0,Confessions (Kokuhaku) (2010)
48,7779,3.0,Hobo with a Shotgun (2011)
48,7801,3.0,Idiots and Angels (2008)
48,7897,2.5,Kill List (2011)
48,7947,3.0,Arthur Christmas (2011)
48,7982,2.0,"Human Centipede II (Full Sequence), The (2011)"
48,8014,2.5,Dr. Seuss' The Lorax (2012)
48,8081,3.0,Boundin' (2003)
48,8091,3.0,Ice Age 4: Continental Drift (2012)
48,8131,3.0,Samsara (2011)
48,8154,2.5,Sinister (2012)
48,8184,4.0,Excision (2012)
48,8349,3.5,American Mary (2012)
48,8444,3.0,Pieta (2013)
48,8490,2.5,Paranormal Activity: The Marked Ones (2014)
48,8544,3.0,Mr. Peabody & Sherman (2014)
48,8566,2.5,Rio 2 (2014)
48,8700,2.0,Ouija (2014)
48,8703,3.0,Dream Home (Wai dor lei ah yut ho) (2010)
49,792,4.0,"Farewell to Arms, A (1932)"
49,2035,1.0,Beyond the Poseidon Adventure (1979)
49,2898,4.0,Flying Tigers (1942)
49,2908,4.0,"Fighting Seabees, The (1944)"
51,1303,1.0,Stag (1997)
52,3083,5.0,Aimée & Jaguar (1999)
52,5195,4.0,Desert Hearts (1985)
52,5603,3.5,Eulogy (2004)
52,6027,4.5,Summer Storm (Sommersturm) (2004)
52,6364,4.0,Imagine Me & You (2005)
52,6640,3.5,Gray Matters (2006)
52,6681,4.0,Puccini for Beginners (2006)
53,2740,4.0,Death Wish 5: The Face of Death (1994)
54,3120,4.0,Under Suspicion (2000)
54,5746,3.5,Asterix and the Gauls (Astérix le Gaulois) (1967)
54,5768,4.0,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
54,6387,4.5,Find Me Guilty (2006)
54,6548,1.0,"Elementary Particles, The (Elementarteilchen) (2006)"
54,7946,3.5,Asterix and the Vikings (Astérix et les Vikings) (2006)
54,8135,5.0,Robot & Frank (2012)
56,3740,4.0,Hardball (2001)
56,5805,2.0,Eddie Murphy Delirious (1983)
56,5896,4.0,"Extremely Goofy Movie, An (2000)"
56,6141,4.0,Kicking & Screaming (2005)
56,6199,4.0,Junebug (2005)
56,6611,4.0,After the Wedding (Efter brylluppet) (2006)
56,6741,5.0,Hot Rod (2007)
56,6846,4.0,"Savages, The (2007)"
56,7304,4.0,Bronson (2009)
56,7456,4.0,Fish Tank (2009)
56,7478,5.0,"Room, The (2003)"
56,7598,5.0,"Two Escobars, The (2010)"
56,7704,1.0,Burlesque (2010)
56,7727,4.0,"Trip, The (2010)"
56,7729,4.0,Poetry (Shi) (2010)
56,7771,5.0,Jane Eyre (2011)
56,7781,5.0,Boy (2010)
56,7810,4.0,"Kid With a Bike, The (Le gamin au vélo) (2011)"
56,7830,1.0,Larry Crowne (2011)
56,7934,4.0,"Oslo, August 31st (Oslo, 31. august) (2011)"
56,7941,4.0,Weekend (2011)
56,8020,4.0,Starbuck (2011)
56,8057,4.0,Bernie (2011)
56,8123,5.0,Sleepwalk with Me (2012)
56,8151,4.0,"Royal Affair, A (Kongelig affære, En) (2012)"
56,8173,1.0,Here Comes the Boom (2012)
56,8248,5.0,It's Such a Beautiful Day (2012)
56,8255,2.0,Upstream Color (2013)
56,8265,4.0,Snow White (Blancanieves) (2012)
56,8348,4.0,What Maisie Knew (2012)
56,8413,4.0,Short Term 12 (2013)
56,8423,4.0,Inequality for All (2013)
56,8428,2.0,Just Wright (2010)
56,8439,2.0,Jackass Presents: Bad Grandpa (2013)
56,8443,4.0,"Selfish Giant, The (2013)"
56,8495,5.0,"Like Father, Like Son (Soshite chichi ni naru) (2013)"
56,8499,2.0,Ride Along (2014)
56,8559,4.0,We Are the Best! (Vi är bäst!) (2013)
56,8643,4.0,"Trip to Italy, The (2014)"
56,8659,2.0,"Two Days, One Night (Deux jours, une nuit) (2014)"
56,8674,4.0,Force Majeure (Turist) (2014)
56,8679,4.0,"Look of Silence, The (2014)"
56,8807,5.0,Brooklyn (2015)
56,8820,2.0,"People, Places, Things (2015)"
56,8831,5.0,Victoria (2015)
56,8866,4.0,Phoenix (2014)
56,8898,5.0,The Lobster (2015)
56,8957,5.0,Requiem For The Big East (2014)
56,8964,5.0,Best of Enemies (2015)
56,9002,4.0,Beasts of No Nation (2015)
56,9008,4.0,The Night Before (2015)
56,9049,5.0,World of Tomorrow (2015)
56,9077,4.0,"Hello, My Name Is Doris (2016)"
56,9083,4.0,Neighbors 2: Sorority Rising (2016)
56,9107,5.0,Survive and Advance (2013)
57,1541,1.0,Friday the 13th Part V: A New Beginning (1985)
58,1733,4.0,Torn Curtain (1966)
58,2965,3.0,Action Jackson (1988)
59,4951,4.0,To Live and Die in L.A. (1985)
59,5844,3.5,"Krays, The (1990)"
61,5454,3.5,"Now You See Him, Now You Don't (1972)"
61,6809,4.0,Tyler Perry's Why Did I Get Married? (2007)
61,6832,3.5,Darfur Now (2007)
62,8306,3.5,From the Sky Down (2011)
62,8771,1.5,Blackhat (2015)
62,9102,4.0,Jason Bourne (2016)
63,895,0.5,Children of the Corn IV: The Gathering (1996)
67,571,3.0,Faithful (1996)
68,5725,3.5,"Spirit of St. Louis, The (1957)"
68,5821,4.0,White Nights (1985)
68,6026,4.0,Hobson's Choice (1954)
71,3132,5.0,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
71,3173,5.0,Detour (1945)
72,9082,2.0,The Huntsman Winter's War (2016)
73,91,3.0,Shopping (1994)
73,361,2.5,Above the Rim (1994)
73,1179,1.0,"Pest, The (1997)"
73,1418,1.0,Barney's Great Adventure (1998)
73,1720,1.0,Surf Nazis Must Die (1987)
73,1825,4.5,Slam (1998)
73,2856,0.5,Carnosaur 2 (1995)
73,2857,0.5,Carnosaur 3: Primal Species (1996)
73,2942,3.5,Light Years (Gandahar) (1988)
73,3074,4.0,Sleepaway Camp (1983)
73,3169,2.5,Ghoulies II (1987)
73,3493,3.5,Cheech & Chong's Nice Dreams (1981)
73,3518,3.5,More (1998)
73,3605,4.0,Casualties of War (1989)
73,3628,2.5,Little Monsters (1989)
73,3755,4.0,King Solomon's Mines (1937)
73,3816,2.0,Black Knight (2001)
73,3867,3.0,Spacehunter: Adventures in the Forbidden Zone (1983)
73,3869,3.0,How High (2001)
73,3999,3.5,Motel Hell (1980)
73,4001,3.5,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)"
73,4024,5.0,Shogun Assassin (1980)
73,4214,1.0,Ernest Scared Stupid (1991)
73,4275,2.5,Jason Goes to Hell: The Final Friday (1993)
73,4291,2.5,Faces of Death 2 (1981)
73,4293,2.5,Faces of Death 3 (1985)
73,4294,2.0,Faces of Death 4 (1990)
73,4297,4.5,Galaxy of Terror (Quest) (1981)
73,4436,4.0,CB4 - The Movie (1993)
73,4569,0.5,Malibu's Most Wanted (2003)
73,4591,3.0,Daddy Day Care (2003)
73,4700,4.0,Little Giants (1994)
73,4722,3.5,Brain Damage (1988)
73,4761,1.5,Jeepers Creepers 2 (2003)
73,4820,4.0,Phenomena (a.k.a. Creepers) (1985)
73,4829,4.0,Three O'Clock High (1987)
73,4905,3.0,New Jack City (1991)
73,5007,3.0,Leprechaun (1993)
73,5100,3.5,King Solomon's Mines (1985)
73,5149,3.0,Munchies (1987)
73,5219,3.5,Explorers (1985)
73,5261,3.0,Tremors II: Aftershocks (1996)
73,5262,2.5,Tremors 3: Back to Perfection (2001)
73,5276,3.5,Samurai Fiction (SF: Episode One) (1998)
73,5307,3.5,From Beyond (1986)
73,5308,3.5,Dolls (1987)
73,5551,0.5,Yu-Gi-Oh! (2004)
73,5573,3.5,Night of the Demons (1988)
73,5575,0.5,SuperBabies: Baby Geniuses 2 (2004)
73,5710,4.0,King Solomon's Mines (1950)
73,5793,3.5,"Hobbit, The (1977)"
73,5807,3.0,"Raiders of Atlantis, The (1983)"
73,5818,4.5,Police Story (Ging chaat goo si) (1985)
73,5826,3.5,"Better Tomorrow, A (Ying hung boon sik) (1986)"
73,5829,3.5,Prince of Darkness (1987)
73,5830,4.0,"Chinese Ghost Story, A (Sinnui yauwan) (1987)"
73,5839,3.5,Frankenhooker (1990)
73,5848,4.0,State of Grace (1990)
73,5854,4.0,Riki-Oh: The Story of Ricky (Lik Wong) (1991)
